rxn,dE0
[C:1]([C:2]([C:3]([N:4]1[C:5]([H:15])([H:16])[C@:6]1([C:7]([H:18])([H:19])[H:20])[H:17])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([N+:4]1([H:17])[C:5]([H:15])([H:16])[C-:6]1[C:7]([H:18])([H:19])[H:20])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],69.81235
[C:1]([C:2]([C:3]([N:4]1[C:5]([H:15])([H:16])[C@:6]1([C:7]([H:18])([H:19])[H:20])[H:17])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C-:2]1([H:11])[C:3]([H:13])([H:14])[N+:4]12[C:5]([H:15])([H:16])[C@:6]2([C:7]([H:18])([H:19])[H:20])[H:17].[C:1]([H:8])([H:9])([H:10])[H:12],93.85711
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]([C:2]([H:9])([H:10])[H:11])([C:7](/[C:6](=[C:5](\[C:4](=[O:3])[H:13])[H:14])[H:15])([H:16])[H:17])([H:8])[H:12],79.5537
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1](=[C:2]([H:10])[H:11])([C:7](/[C:6](=[C:5](\[C:4]([O:3][H:9])([H:12])[H:13])[H:14])[H:15])([H:16])[H:17])[H:8],58.77166
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]([C:2](=[O:3])[H:10])([C:7]([C:6]([C:5](=[C:4]([H:12])[H:13])[H:14])([H:11])[H:15])([H:16])[H:17])([H:8])[H:9],40.93884
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])=[C:5]([H:14])[C:6]([H:15])=[C:7]1[H:17].[H:13][H:16],46.24078
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C@:5]1([C:6](=[C:7]([H:16])[H:17])[H:15])[H:14],69.50968
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C@@:6]([C:5](=[C:4]([H:12])[H:13])[H:14])([H:15])[C:7]1([H:16])[H:17],56.14111
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1](=[C:2]([O:3][C:4]([C:5]([C:6](=[C:7]([H:16])[H:17])[H:15])([H:10])[H:14])([H:12])[H:13])[H:11])([H:8])[H:9],53.99105
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6][C:7]1([H:16])[H:17],72.68999000000001
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]([C:7]([C:6](=[C:5]([C:4](=[O+:3][C-:2]([H:10])[H:11])[H:13])[H:14])[H:15])([H:16])[H:17])([H:8])([H:9])[H:12],82.20895
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5][C:6]([H:14])([H:15])[C:7]1([H:16])[H:17],68.87168
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]([C:2](=[O:3])[H:11])([C:7]([C:6]1([H:15])[C:4]([H:12])([H:13])[C:5]1([H:10])[H:14])([H:16])[H:17])([H:8])[H:9],72.6553
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17].[C:2]([H:10])[H:11],109.33658
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])([H:16])[C:6]([H:15])=[C:7]1[H:17],69.4491
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:13])=[C:5]=[C:6]([H:15])[C:7]1([H:16])[H:17].[H:12][H:14],74.77493
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]([C:2]([O:3][C:4](/[C:5](=[C:6](\[C:7][H:16])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:8])([H:9])[H:17],85.33445999999999
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C-:2]=[O+:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17].[H:10][H:11],76.07913
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17].[C:2](=[O:3])([H:10])[H:11],71.02801
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17].[C:4]([H:12])[H:13],90.90904
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:9])=[C:6]([H:12])[C:7]([H:8])([H:13])[C@@:3]([C:4](=[O:5])[H:11])([H:10])[O:2]1,72.25416
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]([H:11])([O+:5]=[C-:6]1)[C:7]2([H:12])[H:13],69.55074
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O+:2]=[C-:3][C@@:4]2([H:11])[O:5][C@:6]1([H:12])[C:7]2([H:10])[H:13],54.18832
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C@:3]2([H:10])[C@:4]([H:11])([O:5][C:6]1([H:12])[H:13])[C:7]2,72.48472
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C-:1]1=[O+:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13].[H:8][H:9],73.19227
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C-:1]([O+:2]=[C:3]([C@@:7]1([H:13])[C@@:4]2([H:11])[O:5][C@:6]21[H:12])[H:10])([H:8])[H:9],78.22521
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]([C@:6]1([H:12])[O:5][C@:4]2([H:11])[C@@:3]([O:2][H:9])([H:10])[C@@:7]21[H:13])[H:8],72.52841
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])([H:13])[C:7]2=[C:4]([H:11])[O:5][C@@:6]12[H:12],61.1348
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])=[C:7]2[C:4]([H:11])([H:13])[O:5][C@@:6]12[H:12],61.17961
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C-:1]([O+:2]=[C:3]([C@@:4]1([H:11])[O:5][C:6]([H:12])=[C:7]1[H:13])[H:10])([H:8])[H:9],50.81645
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C-:4]=[O+:5][C@:6]1([H:12])[C:7]2([H:11])[H:13],53.96688
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:13])[O:5][C@:6]1([H:12])[C:7]2,61.17899
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])=[C:7]([H:13])[C@:6]1([O+:5]=[C-:4][H:11])[H:12],39.01916
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C@:4]2([H:11])[C:3]([H:10])=[C:7]([H:13])[C@@:6]1([H:12])[O:5]2,21.38508
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C-:1](=[O+:2][C@@:3]1([H:10])[C@@:4]2([H:11])[O:5][C:6]([H:8])([H:12])[C@@:7]12[H:13])[H:9],80.56564
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C:2]([C:7]([C@@:4]12[C-:3]([H:11])[N+:6]1([H:14])[C:5]2([H:12])[H:13])([H:15])[H:16])([H:9])[H:10])[H:8],74.70514
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C-:5]([H:13])[N+:6]2([H:12])[H:14])[C:7]1([H:15])[H:16])[H:8],60.8276
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[C+:4]([N:6]([C-:5]([H:12])[H:13])[H:14])[C:7]1([H:15])[H:16])[H:8],39.34842
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]([N:6]([C:5][H:12])[H:14])([H:13])[C:7]1([H:15])[H:16])[H:8],66.98544
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:6]([H:14])[C:5]([H:12])([H:13])[C:4][C:7]1([H:15])[H:16])[H:8],82.74817
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[C:2]1([H:9])=[C:7]([H:15])[C@:4]2([C:3]1([H:10])[H:11])[C:5]([H:12])([H:13])[N:6]2[H:14].[O:1]([H:8])[H:16],60.6255
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])/[C:4](=[N:6]/[C:5]([H:12])([H:13])[H:14])[C:7]1([H:15])[H:16])[H:8],57.23745
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C:2]([C:3]([C@@:4]1([C:7][H:16])[C:5]([H:12])([H:13])[N:6]1[H:14])([H:10])[H:11])([H:9])[H:15])[H:8],81.48541999999999
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[H:8][H:16].[O:1]=[C:2]([C@@:7]1([H:15])[C:3]([H:10])([H:11])[C@:4]12[C:5]([H:12])([H:13])[N:6]2[H:14])[H:9],78.33079000000001
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C@@:2]([C:3]([H:10])([H:11])[H:12])([C:7]([C:4]1=[C:5]([H:13])[N:6]1[H:14])([H:15])[H:16])[H:9])[H:8],105.49076
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:5]([H:12])([H:13])/[C:4](=[N:6]/[H:14])[C:7]1([H:15])[H:16])[H:8],57.27434
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[C:5](=[N:6][H:14])([H:12])[H:13].[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:15])=[C:7]1[H:16])[H:8],78.93241
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[C:3]1([H:10])([H:11])[C:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16].[O:1]([C:2][H:9])[H:8],95.55075
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C-:5]=[O+:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10].[H:14][H:15],81.34465
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:5]([H:14])([H:15])[O+:6]=[C-:4][C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],85.74698000000001
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([C:5][H:15])([O:6][H:14])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],68.86431999999999
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4](=[C+:5][H:15])[O-:6])([H:12])[H:13])([C:7]([H:14])([H:16])[H:17])[H:11])([H:8])([H:9])[H:10],92.0083
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:12])[H:13])[H:11])([H:8])([H:9])[H:10].[C:4]1(=[C:7]([H:16])[H:17])[C:5]([H:14])([H:15])[O:6]1,82.42730999999999
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C@@:4]1([C:7][H:16])[C:5]([H:14])([H:15])[O:6]1)([H:12])[H:13])([H:11])[H:17])([H:8])([H:9])[H:10],74.63490999999999
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]([O+:6]=[C-:5][H:14])([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],75.43193000000001
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4](=[C:5]([H:14])[H:15])[C:7]1([H:16])[H:17])([O:6][H:8])([H:9])[H:10],81.07026
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2][C:7]([C@:4]1([C:3]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[O:6]1)([H:16])[H:17])([H:8])([H:9])[H:10],71.709
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:11])[C:3]([H:12])([H:13])[C@:4]3([C:5]([H:14])([H:15])[O:6]3)[C@@:7]12[H:16].[H:10][H:17],100.55095
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:13])=[C:4]([H:12])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10].[C:5](=[O:6])([H:14])[H:15],70.46924
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C-:2]([O+:3]=[C:4]([O:5][C:6]#[C:7][H:13])[H:12])[H:11])([H:8])([H:9])[H:10],92.49781
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:12])=[C:6]=[C:7]([H:11])[H:13])([H:8])([H:9])[H:10],56.38191
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]=[C:7]([O:5][C:4](=[O:3])[H:12])[H:13])[H:11])([H:8])([H:9])[H:10],30.96188
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:6]#[C:7][H:13])([H:8])([H:9])[H:10].[C:4](=[O:5])([H:11])[H:12],61.53196
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([O:3][C:4](=[O:5])[H:12])=[C:6](\[C:7][H:13])[H:11])([H:8])([H:9])[H:10],62.96983
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[H:11])([C:6]#[C:7][H:13])([H:8])[H:10].[C:4](=[O:5])([H:9])[H:12],96.71845
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:10])[C@@:2]([C:6]#[C:7][H:13])([H:11])[O:3]1.[C:4](=[O:5])([H:9])[H:12],98.42767
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]=[C:7]([H:12])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5],31.58158
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:6](/[O:5][C:4](=[O:3])[H:12])[C:7][H:13])[H:11])([H:8])([H:9])[H:10],48.14672
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5],53.03997
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]=[C:7]([C:4]1([H:12])[O:3][O:5]1)[H:13])[H:11])([H:8])([H:9])[H:10],91.59241
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:7](=[C:6])[H:13])[H:11])([H:8])([H:9])[H:10],56.30458
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([H:8])[H:10].[C:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])([H:9])[H:11],108.50436
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:10])[C@:2]([O:3][C:4](=[O:5])[H:12])([H:11])[C:6]1=[C:7]([H:9])[H:13],95.13026
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O+:3]=[C-:4][O:5][H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],74.98904
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([N:6]([C:3](=[C:4]=[N:5][H:10])[H:12])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])[H:9],46.39567
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C@:3]([N+:5]#[C-:4])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],57.58456999999999
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])=[C:4]=[N:5][C:7]([H:13])([H:15])[N:6]1[H:14])([H:8])([H:9])[H:10],67.37581
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C-:3]([H:12])[N+:6]1([C:4]#[N:5])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],73.99205
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([C:4]#[N:5])=[N+:6]1[C-:7]([H:14])[H:15])([H:8])([H:9])[H:10].[H:12][H:13],64.75069
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C+:2]1[C@:3]([C-:4]=[N:5][H:11])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],122.15958
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([N+:6]1([C:7]([H:13])([H:14])[H:15])[C-:2]([H:11])[C@:3]1([C:4]#[N:5])[H:12])([H:8])([H:9])[H:10],101.0606
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[N:6]([C:7]([H:13])([H:14])[H:15])[C:3]([H:12])=[C:4]=[N:5]1,75.14036
